id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
755,House Phoenix,TV Series,Action,None,2005,67,TV-Y7,English,UK,3.7,11115414,64610932.91,14,35,TRUE,2022-06-13,FALSE
756,King House,Documentary,Fantasy,Horror,2002,105,PG,Spanish,UK,5.9,11115414,64610932.91,0,0,TRUE,2025-07-06,FALSE
757,Secret Battle,Movie,War,None,1994,128,TV-Y,Korean,South Korea,6.2,1188048,1810400,0,0,FALSE,2022-06-27,FALSE
758,Battle Legend,Documentary,Sport,Thriller,2006,124,PG-13,English,USA,7.7,11115414,64610932.91,0,0,TRUE,2023-08-11,FALSE
759,Last Queen,Documentary,Action,Sci-Fi,2012,75,PG-13,Spanish,South Korea,8.1,11115414,64610932.91,0,0,FALSE,2025-02-10,FALSE
760,Adventure House,TV Series,Sci-Fi,None,2021,43,TV-Y7,English,Japan,7.1,11115414,64610932.91,8,197,TRUE,2024-09-23,TRUE
761,Last Quest,Movie,Sport,None,2005,88,PG,Korean,USA,9.5,1505916,64610932.91,0,0,TRUE,2025-06-16,FALSE
762,City Storm,Movie,Family,Western,1997,105,R,English,Japan,7.8,2121696,64610932.91,0,0,TRUE,2021-09-23,FALSE
763,Little Dream,Movie,Comedy,Family,2007,93,TV-PG,Japanese,France,9.2,958475,1245159,0,0,FALSE,2023-05-22,TRUE
764,Last Dream,Documentary,Biography,History,2011,82,TV-14,English,USA,6.3,11115414,64610932.91,0,0,TRUE,2024-01-31,TRUE
765,Love Warrior,TV Series,Documentary,None,2003,439,TV-Y,German,USA,6.3,11115414,64610932.91,7,6,FALSE,2021-05-12,FALSE
766,Day Dragon,Movie,Fantasy,None,2000,131,TV-Y7,English,UK,8.4,195174,64610932.91,0,0,TRUE,2021-04-01,TRUE
767,New Warrior,Movie,Mystery,None,2007,94,TV-14,English,USA,6.9,1521182,64610932.91,0,0,FALSE,2023-07-27,FALSE
768,Big Dragon,Stand-up Comedy,Biography,Music,2007,60,PG,Hindi,UK,6.3,11115414,64610932.91,0,0,FALSE,2024-02-26,TRUE
769,Mystery Mystery,Movie,Music,None,2016,129,TV-Y7,English,Canada,7.7,11115414,59950273,0,0,FALSE,2024-06-24,FALSE
770,Legend Hero,Limited Series,Family,Drama,2008,30,TV-G,English,USA,5.9,11115414,64610932.91,8,90,FALSE,2022-09-27,FALSE
771,Hero Dragon,Stand-up Comedy,Horror,None,1992,30,NC-17,English,USA,7.2,11115414,64610932.91,0,0,FALSE,2024-07-26,FALSE
772,House Day,Documentary,Thriller,Fantasy,2012,101,PG-13,English,France,5.5,11115414,64610932.91,0,0,TRUE,2023-09-03,FALSE
773,Day Warrior,TV Series,Mystery,None,2022,42,G,English,USA,8.8,11115414,64610932.91,3,191,FALSE,2022-12-10,FALSE
774,House Empire,Movie,War,None,2015,105,TV-PG,English,USA,7.4,39546152,334149698,0,0,FALSE,2020-12-29,FALSE
775,Fire Warrior,Movie,Biography,None,2002,137,TV-Y7,English,South Korea,6.3,11115414,289539,0,0,FALSE,2025-04-13,FALSE
776,Legend Day,TV Series,Sport,Sci-Fi,2016,38,TV-PG,English,USA,8.6,11115414,64610932.91,6,90,FALSE,2023-12-09,FALSE
777,Quest War,Movie,Comedy,Drama,2018,73,TV-Y,English,USA,6.7,11115414,64610932.91,0,0,TRUE,2023-11-30,FALSE
778,The City,TV Series,History,Crime,2012,61,PG-13,English,India,6.3,11115414,64610932.91,7,15,FALSE,2025-07-18,FALSE
779,Legend Warrior,Stand-up Comedy,Family,Family,2023,70,TV-MA,English,South Korea,7.0,11115414,64610932.91,0,0,FALSE,2022-12-14,FALSE
780,Secret City,Movie,Romance,Action,1998,93,TV-Y,Spanish,USA,10.0,1359172,2925013,0,0,FALSE,2022-07-09,FALSE
781,Queen Quest,Documentary,War,None,2003,86,TV-14,English,UK,1.7,11115414,64610932.91,0,0,TRUE,2021-06-14,FALSE
782,Dragon War,Movie,Crime,None,2020,98,R,Hindi,France,8.0,11115414,131032034,0,0,TRUE,2023-12-21,TRUE
783,Big Story,Movie,Horror,Animation,2015,109,TV-G,Hindi,USA,7.9,23460063,256361930,0,0,FALSE,2025-01-08,FALSE
784,Mystery Dream,Movie,Adventure,None,2003,111,G,German,Canada,3.0,11115414,64610932.91,0,0,FALSE,2025-01-02,FALSE
785,Big Queen,TV Series,Adventure,Western,1993,46,TV-Y7,English,USA,6.8,11115414,64610932.91,7,101,TRUE,2025-08-01,FALSE
786,War Dragon,Stand-up Comedy,Comedy,None,2017,82,PG-13,German,France,6.4,11115414,64610932.91,0,0,TRUE,2025-06-08,FALSE
787,Queen House,Movie,Animation,None,1999,11,TV-PG,Italian,USA,6.5,11115414,3662515,0,0,FALSE,2024-02-08,FALSE
788,First Night,Stand-up Comedy,Documentary,Animation,2024,44,TV-Y7,Spanish,South Korea,6.0,11115414,64610932.91,0,0,TRUE,2021-10-10,FALSE
788,Mystery City,Stand-up Comedy,Documentary,Animation,2024,44,TV-Y7,Spanish,South Korea,6.0,11115414,64610932.91,0,0,TRUE,2021-10-10,FALSE
789,House Empire,Movie,Action,Drama,1996,123,PG,Hindi,UK,5.2,1252871,1563002,0,0,FALSE,2025-02-08,FALSE
790,Quest Hero,Documentary,War,Animation,2020,131,TV-Y,English,USA,7.1,11115414,64610932.91,0,0,FALSE,2025-01-22,FALSE
791,Mission Kingdom,TV Series,Documentary,None,2023,36,PG,English,Canada,6.1,11115414,64610932.91,3,144,FALSE,2021-05-06,FALSE
792,Little Journey,Movie,Biography,None,1998,146,TV-PG,English,Japan,6.8,2068155,57012483,0,0,FALSE,2025-06-10,FALSE
793,Little Dragon,TV Series,Sport,None,2022,36,TV-Y7,Spanish,USA,6.0,11115414,64610932.91,4,69,TRUE,2022-11-17,FALSE
794,Big Adventure,Movie,Sport,None,1991,102,TV-PG,English,Japan,6.3,5565586,16023137,0,0,FALSE,2022-10-20,TRUE
795,Journey Story,Movie,Documentary,None,1993,89,TV-Y7,Spanish,USA,5.0,52194839,10221506,0,0,FALSE,2020-12-09,FALSE
796,Storm Fire,Movie,War,Documentary,1999,140,TV-14,English,USA,6.3,301637,12090436,0,0,TRUE,2022-12-13,FALSE
797,Princess City,TV Series,Animation,None,1990,29,TV-MA,Spanish,USA,6.6,11115414,64610932.91,9,90,TRUE,2021-06-06,FALSE
798,Battle Night,Movie,Adventure,Comedy,2019,108,TV-PG,English,France,5.5,6555080,64610932.91,0,0,FALSE,2023-08-25,FALSE
799,Night Journey,TV Series,Crime,None,1992,39,TV-PG,English,USA,8.3,11115414,64610932.91,11,163,TRUE,2023-03-11,FALSE
800,Day Journey,Stand-up Comedy,Horror,None,1990,63,TV-PG,English,USA,0.8,11115414,64610932.91,0,0,FALSE,2021-08-18,FALSE
801,Dragon Warrior,Limited Series,Thriller,War,2022,83,TV-MA,English,USA,6.3,11115414,64610932.91,12,22,TRUE,2025-04-11,FALSE
802,Legend Fire,TV Series,Adventure,None,2006,45,G,French,South Korea,6.2,11115414,64610932.91,2,174,FALSE,2021-03-13,FALSE
803,Queen Mystery,Stand-up Comedy,Action,None,2004,79,TV-Y,Japanese,Japan,6.3,11115414,64610932.91,0,0,FALSE,2022-07-13,FALSE
804,Ice House,Movie,Mystery,None,2000,118,TV-Y,English,UK,7.0,11115414,64610932.91,0,0,FALSE,2025-01-22,FALSE
805,Mission Night,Stand-up Comedy,Action,Adventure,1990,70,NC-17,English,France,2.9,11115414,64610932.91,0,0,TRUE,2024-11-23,FALSE
806,Little Warrior,TV Series,Mystery,None,2014,31,TV-Y7,English,USA,6.3,11115414,64610932.91,3,113,TRUE,2022-01-25,FALSE
807,First Ice,Movie,Sci-Fi,None,2017,110,TV-G,English,UK,7.2,11115414,1333829,0,0,FALSE,2024-12-02,FALSE
808,Warrior King,TV Series,Fantasy,None,2006,42,TV-G,Japanese,USA,8.4,11115414,64610932.91,7,159,FALSE,2025-04-12,FALSE
809,Dark Kingdom,Stand-up Comedy,Music,None,2009,69,TV-14,Korean,USA,6.3,11115414,64610932.91,0,0,FALSE,2020-08-08,FALSE
810,Old Empire,Movie,Documentary,None,2001,94,TV-Y,English,UK,7.5,2350232,64610932.91,0,0,FALSE,2024-05-09,FALSE
811,Our Night,TV Series,Thriller,Drama,1998,22,TV-MA,English,Canada,5.2,11115414,64610932.91,13,177,TRUE,2020-11-24,FALSE
812,Bright Hero,Documentary,Music,Action,1992,98,R,English,USA,6.3,11115414,64610932.91,0,0,FALSE,2021-07-20,FALSE
813,Queen Mission,Movie,Documentary,Drama,2001,146,TV-Y7,English,UK,6.3,14288760,3455247,0,0,TRUE,2021-07-08,FALSE
814,Story Mystery,TV Series,Adventure,None,2004,62,TV-Y7,Korean,USA,6.3,11115414,64610932.91,11,13,FALSE,2022-03-04,FALSE
814,An Journey,TV Series,Adventure,None,2004,62,TV-Y7,Korean,USA,6.3,11115414,64610932.91,11,13,FALSE,2022-03-04,FALSE
815,Princess Queen,Stand-up Comedy,Thriller,None,2012,50,TV-PG,Italian,USA,6.3,11115414,64610932.91,0,0,FALSE,2021-08-09,FALSE
816,Storm Mission,Stand-up Comedy,Western,None,2010,55,PG-13,Japanese,South Korea,7.0,11115414,64610932.91,0,0,FALSE,2022-06-07,FALSE
817,Night Phoenix,Stand-up Comedy,Drama,Mystery,2006,47,TV-G,Hindi,USA,6.3,11115414,64610932.91,0,0,TRUE,2021-09-11,FALSE
818,King Dragon,Documentary,History,Biography,1997,71,PG,English,South Korea,6.6,11115414,64610932.91,0,0,TRUE,2021-09-12,TRUE
819,Quest Hero,Movie,Horror,None,2019,78,NC-17,English,USA,0.6,11115414,64610932.91,0,0,FALSE,2024-10-15,TRUE
820,Princess Family,TV Series,Fantasy,None,1993,53,TV-Y,French,UK,6.3,11115414,64610932.91,12,178,FALSE,2020-12-02,FALSE
821,City Legend,Movie,Sci-Fi,None,2011,109,NC-17,Spanish,USA,4.0,821340,64610932.91,0,0,FALSE,2023-12-20,FALSE
822,Mystery Dragon,TV Series,War,Family,2002,47,TV-PG,English,USA,6.8,11115414,64610932.91,9,91,FALSE,2021-02-19,FALSE
823,The War,Movie,Comedy,None,1992,87,TV-PG,English,UK,6.3,527595,64610932.91,0,0,FALSE,2022-01-15,FALSE
823,Queen Family,Movie,Comedy,None,1992,87,TV-PG,English,UK,6.3,527595,64610932.91,0,0,FALSE,2022-01-15,FALSE
824,Journey Night,Movie,Comedy,None,1998,136,PG-13,English,Japan,6.3,14508562,7872086,0,0,FALSE,2021-03-22,FALSE
825,Journey Fire,Movie,Romance,None,2008,131,TV-Y7,Spanish,USA,6.3,2565082,6970808,0,0,TRUE,2020-09-28,FALSE
826,House Secret,Stand-up Comedy,Adventure,None,2014,53,TV-Y,English,USA,5.0,11115414,64610932.91,0,0,TRUE,2023-04-13,FALSE
827,House Dragon,Movie,Family,Biography,2021,139,R,Hindi,USA,6.3,11115414,2642562,0,0,TRUE,2024-10-22,FALSE
828,Hero Quest,Movie,Sport,Adventure,2010,92,PG-13,English,Canada,7.1,6655248,12028987,0,0,FALSE,2024-08-27,FALSE
829,Princess Adventure,Movie,Sci-Fi,Comedy,2017,149,PG-13,English,USA,6.9,24683583,12557644,0,0,TRUE,2022-07-14,FALSE
830,Mystery Ice,Movie,Comedy,None,2019,144,TV-MA,French,USA,10.0,29920808,476337,0,0,FALSE,2023-09-25,FALSE
831,House Hero,Documentary,Fantasy,None,2018,91,G,English,France,7.0,11115414,64610932.91,0,0,TRUE,2023-09-01,FALSE
832,Dark Love,Movie,Mystery,None,2024,123,R,English,USA,7.5,7530143,3531986,0,0,FALSE,2023-11-25,FALSE
833,Phoenix Dragon,Movie,Biography,None,1999,114,PG,Korean,USA,4.0,42562175,4613013,0,0,FALSE,2022-09-13,FALSE
834,Ice Kingdom,TV Series,Crime,None,2009,25,TV-14,Japanese,USA,7.1,11115414,64610932.91,7,118,FALSE,2024-01-22,FALSE
835,Hero Hero,Movie,Mystery,None,2021,95,TV-14,French,South Korea,7.9,1167789,819792,0,0,TRUE,2021-06-10,FALSE
836,City Fire,Movie,War,None,2015,113,TV-Y7,Korean,USA,6.4,484647,212752946,0,0,FALSE,2021-07-04,TRUE
837,Bright Phoenix,Movie,Action,Adventure,2015,140,TV-Y,Korean,USA,4.9,11115414,64610932.91,0,0,FALSE,2024-07-06,TRUE
838,Kingdom War,TV Series,Western,None,2018,50,TV-14,English,France,8.1,11115414,64610932.91,5,121,FALSE,2023-10-10,FALSE
839,Journey Princess,Movie,War,Music,1991,153,PG-13,English,UK,8.4,5258946,64610932.91,0,0,FALSE,2025-05-06,FALSE
840,Queen Hero,Movie,Adventure,None,2016,107,TV-14,English,USA,5.1,1028211,64610932.91,0,0,FALSE,2024-02-17,FALSE
841,Fire Night,Movie,Mystery,None,1997,113,PG,French,USA,6.0,4169507,219618052,0,0,FALSE,2024-02-03,FALSE
842,King Day,Movie,Action,None,1996,28,PG,Korean,USA,4.4,11115414,2667223,0,0,TRUE,2022-09-24,TRUE
843,Legend King,Movie,Comedy,Family,1998,60,PG-13,English,USA,4.8,2630439,64610932.91,0,0,FALSE,2024-03-28,FALSE
844,Fire Quest,Movie,Comedy,Comedy,2001,67,R,English,USA,5.1,1204081,64610932.91,0,0,FALSE,2024-09-25,TRUE
845,Adventure Dream,TV Series,Thriller,None,1996,40,TV-MA,Spanish,South Korea,8.0,11115414,64610932.91,12,52,FALSE,2024-03-16,FALSE
846,Princess Dream,Stand-up Comedy,Action,Mystery,2024,61,TV-MA,English,USA,4.8,11115414,64610932.91,0,0,FALSE,2024-03-03,TRUE
846,Quest Fire,Stand-up Comedy,Action,Mystery,2024,61,TV-MA,English,USA,4.8,11115414,64610932.91,0,0,FALSE,2024-03-03,TRUE
847,Warrior Adventure,TV Series,Action,None,1992,63,NC-17,English,Canada,9.1,11115414,64610932.91,9,176,FALSE,2024-10-05,TRUE
848,A Adventure,Limited Series,Biography,Biography,2014,61,NC-17,French,USA,3.8,11115414,64610932.91,5,55,TRUE,2021-12-16,FALSE
849,Old Fire,Movie,Adventure,None,1994,136,TV-MA,English,South Korea,5.3,1868982,134002064,0,0,FALSE,2021-03-02,FALSE
850,House King,Movie,Horror,None,1999,109,TV-Y,English,USA,4.3,50678574,64610932.91,0,0,TRUE,2022-09-03,TRUE
851,King Princess,Stand-up Comedy,Fantasy,None,2003,58,TV-MA,English,UK,6.8,11115414,64610932.91,0,0,FALSE,2025-01-06,FALSE
852,New Phoenix,TV Series,Family,Western,2004,34,TV-PG,English,Canada,6.3,11115414,64610932.91,8,58,FALSE,2025-04-28,TRUE
853,Old Battle,TV Series,Fantasy,None,2018,37,TV-Y,French,South Korea,6.3,11115414,64610932.91,7,25,FALSE,2021-09-08,TRUE
854,A Day,Movie,Fantasy,None,2012,117,PG-13,English,USA,7.8,859774,64610932.91,0,0,TRUE,2024-07-16,FALSE
855,Hero Journey,Movie,Animation,None,2024,137,TV-PG,Korean,France,7.0,5430130,17526308,0,0,FALSE,2021-06-05,FALSE
856,Dark Ice,Movie,Fantasy,None,2017,76,R,English,South Korea,3.3,37318670,64610932.91,0,0,FALSE,2022-06-13,TRUE
857,Kingdom Hero,Stand-up Comedy,Sport,Thriller,2011,61,R,English,Canada,3.7,11115414,64610932.91,0,0,FALSE,2024-01-19,FALSE
858,Bright Love,TV Series,Horror,None,1997,28,TV-PG,French,USA,4.6,11115414,64610932.91,5,68,TRUE,2024-03-21,FALSE
859,Family Love,Documentary,Action,Western,2017,98,PG-13,English,USA,5.3,11115414,64610932.91,0,0,TRUE,2022-06-24,TRUE
860,My Quest,Stand-up Comedy,Animation,None,2020,40,TV-14,English,USA,6.3,11115414,64610932.91,0,0,FALSE,2021-05-06,FALSE
861,Dragon Day,Documentary,Western,History,2022,50,PG-13,Italian,USA,7.7,11115414,64610932.91,0,0,TRUE,2024-06-16,FALSE
862,Princess Queen,Stand-up Comedy,Family,None,2002,530,TV-MA,Hindi,South Korea,6.3,11115414,64610932.91,0,0,FALSE,2020-11-27,FALSE
863,Journey Love,Movie,Music,Mystery,2003,139,TV-14,French,USA,7.3,11115414,64610932.91,0,0,TRUE,2025-07-15,FALSE
864,Ice Secret,Movie,Sci-Fi,None,2012,100,G,English,USA,5.7,11115414,17337817,0,0,FALSE,2024-01-30,FALSE
865,Phoenix House,Movie,Sport,Biography,2022,118,R,French,USA,8.4,8577151,116808765,0,0,FALSE,2025-06-04,FALSE
866,Fire Empire,TV Series,Comedy,None,1997,75,G,English,Japan,4.1,11115414,64610932.91,10,44,FALSE,2022-10-18,FALSE
867,Little Journey,Documentary,Mystery,None,2008,103,TV-G,Spanish,South Korea,9.6,11115414,64610932.91,0,0,FALSE,2022-04-21,TRUE
868,Legend Story,TV Series,Crime,Horror,1965,77,PG-13,English,France,6.5,11115414,64610932.91,1,150,FALSE,2021-09-29,FALSE
869,Last Kingdom,Movie,Animation,None,2001,74,G,English,USA,5.8,341904,6047181,0,0,FALSE,2023-03-10,FALSE
870,Adventure Warrior,Documentary,Music,Romance,2022,100,TV-PG,English,France,6.3,11115414,64610932.91,0,0,TRUE,2021-03-14,FALSE
871,Last Storm,TV Series,Animation,None,1994,80,G,English,USA,5.6,11115414,64610932.91,2,144,TRUE,2023-01-01,FALSE
872,City Story,Documentary,Action,None,1996,46,NC-17,English,USA,7.1,11115414,64610932.91,0,0,FALSE,2022-04-02,FALSE
873,City Princess,Movie,Western,Music,2000,130,NC-17,English,USA,5.5,5203135,14104172,0,0,TRUE,2024-03-19,TRUE
874,Fire King,Limited Series,Romance,None,2017,81,PG-13,English,USA,6.0,11115414,64610932.91,12,133,FALSE,2023-04-22,TRUE
875,Mystery War,Limited Series,Fantasy,Crime,2016,41,NC-17,English,USA,6.2,11115414,64610932.91,8,156,TRUE,2024-01-10,FALSE
876,Fire Dream,TV Series,Action,None,2018,31,G,French,India,6.3,11115414,64610932.91,8,182,FALSE,2023-08-20,FALSE
877,Big Fire,Movie,Sci-Fi,None,2016,122,TV-PG,Japanese,France,6.4,15085716,64610932.91,0,0,TRUE,2024-09-27,FALSE
878,House Night,TV Series,Animation,Biography,2021,65,TV-Y,Spanish,Canada,7.0,11115414,64610932.91,8,48,FALSE,2020-10-29,FALSE
879,First Journey,TV Series,Action,Family,1998,37,TV-Y,English,USA,7.5,11115414,64610932.91,7,65,FALSE,2025-03-16,FALSE
880,Adventure War,Movie,Drama,None,2002,94,TV-Y7,Italian,USA,8.5,29878063,2421257,0,0,FALSE,2022-02-21,FALSE
881,Warrior Mission,Movie,Comedy,None,1993,121,TV-G,Italian,USA,4.5,11115414,13043639,0,0,FALSE,2024-11-23,FALSE
882,Mystery Secret,TV Series,Horror,None,2002,52,TV-MA,English,USA,6.3,11115414,64610932.91,12,81,FALSE,2021-05-06,FALSE
883,Bright Phoenix,TV Series,Mystery,None,2008,17,G,English,India,5.4,11115414,64610932.91,2,156,FALSE,2021-09-22,FALSE
884,Quest Mystery,Movie,Animation,None,2000,74,TV-G,English,Japan,9.0,3791520,64610932.91,0,0,FALSE,2021-07-30,FALSE
885,Warrior Dream,Movie,Comedy,None,2015,74,TV-MA,English,USA,6.3,2627377,10816317,0,0,FALSE,2025-02-26,FALSE
886,Princess House,Stand-up Comedy,Adventure,None,2015,51,R,German,Canada,5.7,11115414,64610932.91,0,0,FALSE,2023-12-17,FALSE
887,Queen Kingdom,Movie,Music,Music,2004,115,G,English,USA,4.1,25132790,165389163,0,0,FALSE,2023-03-09,FALSE
888,A Mystery,Limited Series,Documentary,Fantasy,2009,61,PG,English,South Korea,7.1,11115414,64610932.91,14,196,TRUE,2024-06-20,FALSE
889,Adventure Phoenix,Stand-up Comedy,Crime,War,2002,71,TV-Y,Spanish,Japan,5.9,11115414,64610932.91,0,0,FALSE,2024-06-21,FALSE
890,Fire Journey,Movie,Music,None,2008,14,TV-Y7,English,USA,6.3,9796514,9922315,0,0,TRUE,2025-06-07,FALSE
891,Little Phoenix,Movie,Western,Thriller,2018,81,TV-Y7,French,UK,8.6,6422267,1560245,0,0,FALSE,2024-08-29,FALSE
891,Bright Dragon,Movie,Western,Thriller,2018,81,TV-Y7,French,UK,8.6,6422267,1560245,0,0,FALSE,2024-08-29,FALSE
892,Legend House,Documentary,Documentary,Documentary,1991,79,NC-17,Spanish,South Korea,5.1,11115414,64610932.91,0,0,FALSE,2024-05-16,FALSE
893,House Mission,Movie,Adventure,None,2011,27,G,English,USA,6.7,1945287,587723,0,0,TRUE,2025-07-15,TRUE
894,A Quest,Movie,Thriller,Drama,2013,155,NC-17,Italian,South Korea,6.3,5902404,803661496,0,0,FALSE,2021-04-12,TRUE
895,Family Legend,Movie,Animation,None,2014,82,TV-PG,English,USA,7.5,1647411,64610932.91,0,0,FALSE,2025-03-18,FALSE
896,Story Mystery,Documentary,Romance,None,2018,76,NC-17,English,Japan,6.6,11115414,64610932.91,0,0,TRUE,2023-09-30,TRUE
897,Last House,Movie,Western,None,1995,456,TV-MA,English,USA,9.5,11115414,64610932.91,0,0,TRUE,2021-03-10,FALSE
898,Legend Mission,Movie,Adventure,Sci-Fi,2008,125,TV-14,English,Canada,8.9,11115414,9257237,0,0,TRUE,2021-08-28,TRUE
899,Battle Queen,Stand-up Comedy,History,None,2002,43,NC-17,Spanish,USA,6.6,11115414,64610932.91,0,0,FALSE,2020-12-19,FALSE
900,Night Battle,Documentary,Drama,None,2001,66,NC-17,Japanese,USA,9.5,11115414,64610932.91,0,0,TRUE,2022-07-24,FALSE
901,King Love,TV Series,War,Animation,2013,28,PG-13,English,USA,4.7,11115414,64610932.91,2,30,FALSE,2020-08-12,FALSE
902,War Storm,TV Series,Action,Drama,2004,41,NC-17,English,USA,3.7,11115414,64610932.91,14,56,TRUE,2024-10-22,TRUE
903,Night Night,Stand-up Comedy,Animation,None,2024,63,TV-14,German,USA,8.3,11115414,64610932.91,0,0,FALSE,2023-08-30,FALSE
904,Legend Love,Movie,Biography,None,2007,106,PG-13,Hindi,USA,5.0,15460729,12117921,0,0,FALSE,2023-07-20,FALSE
905,Dragon Storm,Movie,Adventure,None,2020,153,TV-Y,English,USA,6.3,11115414,52461237,0,0,TRUE,2024-02-17,FALSE
906,Battle Secret,Movie,Fantasy,Western,2018,93,PG-13,English,USA,3.5,2480786,64610932.91,0,0,TRUE,2023-06-07,FALSE
907,House Dream,Limited Series,Romance,None,1993,59,TV-Y,English,Japan,4.2,11115414,64610932.91,0,189,TRUE,2023-08-14,FALSE
908,Love Empire,Movie,Sport,None,1990,86,TV-Y,English,USA,6.2,4103654,6858445,0,0,FALSE,2021-06-13,FALSE
909,Phoenix Day,Movie,Romance,Fantasy,2000,86,PG-13,German,USA,7.1,3817917,7105587,0,0,FALSE,2021-09-12,FALSE
910,Adventure Fire,Stand-up Comedy,Thriller,Western,2000,62,PG,English,USA,6.2,11115414,64610932.91,0,0,FALSE,2021-03-21,FALSE
911,Mystery Princess,Stand-up Comedy,Thriller,None,2018,55,TV-14,English,USA,7.9,11115414,64610932.91,0,0,FALSE,2022-09-23,TRUE
912,Quest Quest,Stand-up Comedy,Adventure,None,2015,72,TV-Y7,English,USA,2.6,11115414,64610932.91,0,0,FALSE,2023-01-10,FALSE
913,Big Ice,TV Series,Crime,Sport,2020,29,TV-G,Japanese,UK,7.8,11115414,64610932.91,2,70,TRUE,2024-04-25,FALSE
914,Mystery Day,Movie,Music,Western,2018,100,R,English,USA,3.3,8658634,64610932.91,0,0,FALSE,2023-03-19,TRUE
915,Big Empire,TV Series,Romance,Fantasy,2004,36,PG-13,English,France,8.8,11115414,64610932.91,11,27,TRUE,2025-07-10,FALSE
916,Princess Night,Movie,Documentary,None,2017,97,G,English,USA,7.7,5230091,310864542,0,0,TRUE,2022-03-28,FALSE
917,A Storm,Movie,Adventure,None,2004,65,TV-PG,German,UK,6.3,2308408,37466547,0,0,FALSE,2021-07-21,FALSE
918,Bright Mystery,Stand-up Comedy,Sport,None,2002,59,TV-PG,English,South Korea,6.4,11115414,64610932.91,0,0,FALSE,2021-02-08,FALSE
919,A Mission,Movie,War,Sport,2012,99,TV-Y7,English,USA,4.5,2037924,6245998,0,0,FALSE,2022-10-08,TRUE
920,Phoenix Adventure,Movie,Music,None,1998,129,R,English,Canada,10.0,1568923,910439,0,0,FALSE,2021-07-11,FALSE
921,Night Adventure,Movie,War,Thriller,1998,114,TV-MA,Hindi,Japan,7.1,11115414,17204463,0,0,FALSE,2024-01-14,FALSE
922,War Dream,Movie,Crime,None,2017,118,NC-17,French,Canada,8.0,11115414,64610932.91,0,0,TRUE,2024-11-29,TRUE
923,Last Ice,TV Series,Adventure,Fantasy,1995,45,TV-Y7,English,USA,5.7,11115414,64610932.91,4,182,FALSE,2020-08-20,TRUE
924,My Story,TV Series,Drama,None,2022,64,PG,Spanish,USA,6.3,11115414,64610932.91,1,98,FALSE,2021-07-22,FALSE
925,Day Night,Movie,Mystery,None,2005,134,TV-G,English,France,6.2,16797086,64610932.91,0,0,FALSE,2025-06-16,FALSE
926,New Quest,Movie,Sci-Fi,Action,2024,125,NC-17,Spanish,USA,6.3,11115414,10714224,0,0,FALSE,2024-05-02,FALSE
927,Mystery Fire,TV Series,Sci-Fi,None,2008,40,TV-G,French,France,6.7,11115414,64610932.91,12,37,TRUE,2022-09-03,TRUE
928,Dragon Storm,TV Series,Horror,None,2008,54,PG,Spanish,USA,5.9,11115414,64610932.91,5,131,FALSE,2023-12-13,FALSE
929,Last Night,Movie,Adventure,None,2001,144,G,English,USA,6.4,6055248,54612,0,0,FALSE,2023-01-26,FALSE
930,Empire Princess,Limited Series,Animation,History,1991,18,TV-14,English,Canada,5.8,11115414,64610932.91,8,99,FALSE,2025-04-30,FALSE
931,Princess Love,Movie,War,None,2011,91,TV-Y,English,USA,4.2,6878404,2032055569,0,0,FALSE,2020-08-12,FALSE
932,Fire Queen,Limited Series,Sci-Fi,Adventure,1992,63,NC-17,English,USA,9.0,11115414,64610932.91,6,46,FALSE,2021-04-22,FALSE
932,Kingdom Fire,Limited Series,Sci-Fi,Adventure,1992,63,NC-17,English,USA,9.0,11115414,64610932.91,6,46,FALSE,2021-04-22,FALSE
933,A Adventure,Movie,Horror,None,2014,136,TV-PG,Hindi,USA,7.5,1750334,8461465,0,0,FALSE,2023-01-06,FALSE
934,Warrior Story,TV Series,Comedy,None,2018,23,TV-G,English,Canada,6.8,11115414,64610932.91,2,22,TRUE,2021-03-02,TRUE
935,Love Love,Movie,Thriller,None,2003,122,TV-PG,French,USA,6.3,11115414,64610932.91,0,0,TRUE,2021-10-31,FALSE
936,Little Phoenix,Movie,Family,Crime,2019,85,G,English,USA,3.7,11115414,212795,0,0,FALSE,2024-12-04,TRUE
937,An Night,Movie,History,None,2010,108,TV-Y7,English,USA,0.6,27987637,64610932.91,0,0,FALSE,2020-11-26,FALSE
938,Dark Storm,Movie,Crime,War,1995,116,R,English,USA,1.7,6877911,65073829,0,0,TRUE,2021-04-05,TRUE
939,Little City,TV Series,Crime,None,2000,66,TV-Y7,English,Canada,6.2,11115414,64610932.91,10,117,FALSE,2021-07-08,FALSE
940,Storm Love,Limited Series,Documentary,None,2016,69,TV-PG,English,USA,7.5,11115414,64610932.91,0,146,FALSE,2020-11-15,FALSE
941,City Princess,Movie,War,None,2023,117,TV-PG,Spanish,Germany,5.6,11115414,31526910,0,0,FALSE,2025-05-01,FALSE
942,House Story,Stand-up Comedy,Mystery,None,1999,98,TV-14,English,Canada,5.9,11115414,64610932.91,0,0,TRUE,2022-12-31,TRUE
943,Love Journey,TV Series,Music,None,2021,49,TV-MA,English,Japan,9.4,11115414,64610932.91,14,52,TRUE,2022-12-04,FALSE
